run_type,task,cell_line,holdout_number,Conv2DRectangularMetaLayer_0_dropout_rate,Conv2DRectangularMetaLayer_0_filters,Conv2DRectangularMetaLayer_0_layers,Conv2DRectangularMetaLayer_0_x_kernel_size,Conv2DRectangularMetaLayer_0_x_pool_size,Conv2DRectangularMetaLayer_0_y_kernel_size,Conv2DRectangularMetaLayer_0_y_pool_size,Conv2DRectangularMetaLayer_1_dropout_rate,Conv2DRectangularMetaLayer_1_filters,Conv2DRectangularMetaLayer_1_layers,Conv2DRectangularMetaLayer_1_x_kernel_size,Conv2DRectangularMetaLayer_1_x_pool_size,Conv2DRectangularMetaLayer_1_y_kernel_size,Conv2DRectangularMetaLayer_1_y_pool_size,DenseRectangularMetaLayer_0_dropout_rate,DenseRectangularMetaLayer_0_layers,DenseRectangularMetaLayer_0_units,DenseRectangularMetaLayer_1_dropout_rate,DenseRectangularMetaLayer_1_layers,DenseRectangularMetaLayer_1_units,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc
test,active_enhancers_vs_active_promoters,GM12878,7,0.25416312106043826,113,0,4,5,2,2,0.20071797351664988,71,1,7,7,2,1,0.18115894903309016,2,42,0.3269767593940478,0,28,0.8881139840398516,0.8167805075645447,0.7050231695175171,0.9468899369239808,0.9293385744094848,0.9394364356994628,0.8082499504089355,0.8285685181617737,0.9521138668060304,0.2949768304824829,0.04788610711693764,0.6655510663986206
subtrain,active_enhancers_vs_active_promoters,GM12878,7,0.25416312106043826,113,0,4,5,2,2,0.20071797351664988,71,1,7,7,2,1,0.18115894903309016,2,42,0.3269767593940478,0,28,0.5344016286043021,0.8805487751960754,0.7911610603332521,0.9884561896324158,0.9853326678276062,0.9886428117752076,0.8788722157478333,0.8899852633476257,0.9888094663619996,0.20883892476558685,0.011190508492290974,0.7823638319969177
valid,active_enhancers_vs_active_promoters,GM12878,7,0.25416312106043826,113,0,4,5,2,2,0.20071797351664988,71,1,7,7,2,1,0.18115894903309016,2,42,0.3269767593940478,0,28,0.5150814775158378,0.8839024305343628,0.7947462201118469,0.9916666746139526,0.9879689216613771,0.9903708100318908,0.8823529481887817,0.8933278322219849,0.991909384727478,0.20525377988815308,0.008090615272521973,0.7889404296875
train,active_enhancers_vs_active_promoters,GM12878,8,0.4368227489242947,113,0,8,4,2,1,0.497377638642777,128,1,7,5,2,1,0.499039244149365,2,42,0.061600861313723526,1,28,0.6699203061468807,0.93175607919693,0.9371270537376404,0.9382132887840272,0.981171488761902,0.9844570755958556,0.93766987323761,0.931188941001892,0.925250768661499,0.06287291646003723,0.07474921643733977,0.8622731566429138
test,active_enhancers_vs_active_promoters,GM12878,8,0.4368227489242947,113,0,8,4,2,1,0.497377638642777,128,1,7,5,2,1,0.499039244149365,2,42,0.061600861313723526,1,28,0.7649807532628378,0.8807804584503174,0.8884930610656738,0.893266499042511,0.9447703957557678,0.9570822715759276,0.890873372554779,0.8799669742584229,0.8714408874511719,0.11150694638490677,0.12855909764766693,0.7595191001892091
subtrain,active_enhancers_vs_active_promoters,GM12878,8,0.4368227489242947,113,0,8,4,2,1,0.497377638642777,128,1,7,5,2,1,0.499039244149365,2,42,0.061600861313723526,1,28,0.6695702167657706,0.9317073225975036,0.9367694258689879,0.9384409785270692,0.9811468124389648,0.984277844429016,0.9376044273376464,0.9311729073524476,0.925576388835907,0.06323054432868958,0.07442361861467361,0.8621854186058044
valid,active_enhancers_vs_active_promoters,GM12878,8,0.4368227489242947,113,0,8,4,2,1,0.497377638642777,128,1,7,5,2,1,0.499039244149365,2,42,0.061600861313723526,1,28,0.6647680401802063,0.9319512248039246,0.9385574460029602,0.9373054504394532,0.9813068509101868,0.9852147102355956,0.9379310607910156,0.9312528371810912,0.9239482283592224,0.06144256517291069,0.07605177909135817,0.8626284003257751
train,active_enhancers_vs_active_promoters,GM12878,9,0.1271118970658075,56,2,6,5,2,1,0.2320062525826605,128,0,2,3,1,2,0.301556110242709,0,35,0.4375559492453523,1,56,0.4865617075084168,0.9193658828735352,0.9849497079849244,0.8816964030265808,0.987649142742157,0.9899837970733644,0.9304673075675964,0.912440299987793,0.8399309515953064,0.015050316229462625,0.1600690335035324,0.8424798250198364
test,active_enhancers_vs_active_promoters,GM12878,9,0.1271118970658075,56,2,6,5,2,1,0.2320062525826605,128,0,2,3,1,2,0.301556110242709,0,35,0.4375559492453523,1,56,0.6651123875663394,0.8396097421646118,0.9348058700561525,0.8041679263114929,0.933574676513672,0.9425665736198424,0.8645799160003662,0.82956862449646,0.7243313193321228,0.06519415974617004,0.2756686806678772,0.6821114420890808
subtrain,active_enhancers_vs_active_promoters,GM12878,9,0.1271118970658075,56,2,6,5,2,1,0.2320062525826605,128,0,2,3,1,2,0.301556110242709,0,35,0.4375559492453523,1,56,0.487994874899204,0.91987806558609,0.9846376776695251,0.8826464414596558,0.9875844120979308,0.9899973869323729,0.9308566451072692,0.9130414724349976,0.8414453268051147,0.015362351201474668,0.15855467319488525,0.8433671593666077
valid,active_enhancers_vs_active_promoters,GM12878,9,0.1271118970658075,56,2,6,5,2,1,0.2320062525826605,128,0,2,3,1,2,0.301556110242709,0,35,0.4375559492453523,1,56,0.4784681113327251,0.9173170924186708,0.9861977100372314,0.8779231309890747,0.9879388213157654,0.9899641871452332,0.9289159178733826,0.910035252571106,0.8338727355003357,0.013802315108478071,0.1661272943019867,0.8389506340026855
train,inactive_enhancers_vs_inactive_promoters,GM12878,0,0.2609447988231147,42,3,6,5,2,1,0.09479994696530196,71,0,2,8,2,2,0.24086697396425824,1,14,0.2417332373077419,2,64,0.4638212033482485,0.8404555320739746,0.8927572965621948,0.8574845194816589,0.92371928691864,0.9567427635192872,0.8747654557228088,0.823180079460144,0.7536028623580933,0.10724270343780518,0.24639713764190674,0.6562739610671997
test,inactive_enhancers_vs_inactive_promoters,GM12878,0,0.2609447988231147,42,3,6,5,2,1,0.09479994696530196,71,0,2,8,2,2,0.24086697396425824,1,14,0.2417332373077419,2,64,0.4855934734697695,0.8265658617019653,0.8831032514572144,0.8458105325698853,0.9100592136383056,0.948351502418518,0.8640546798706055,0.8078958988189697,0.7326886057853699,0.11689673364162445,0.2673114240169525,0.6259999275207521
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,0,0.2609447988231147,42,3,6,5,2,1,0.09479994696530196,71,0,2,8,2,2,0.24086697396425824,1,14,0.2417332373077419,2,64,0.4636430295054303,0.8406361937522888,0.8931379914283752,0.8574599027633667,0.9236851930618286,0.956697642803192,0.8749353885650635,0.8232955932617188,0.753453254699707,0.10686203092336656,0.24654677510261536,0.6566359996795654
valid,inactive_enhancers_vs_inactive_promoters,GM12878,0,0.2609447988231147,42,3,6,5,2,1,0.09479994696530196,71,0,2,8,2,2,0.24086697396425824,1,14,0.2417332373077419,2,64,0.4644809237053228,0.839732825756073,0.8912346959114075,0.8575831651687622,0.923847496509552,0.956922709941864,0.8740851879119873,0.8227180242538452,0.7542014122009277,0.10876528918743134,0.2457985728979111,0.6548298001289368
train,inactive_enhancers_vs_inactive_promoters,GM12878,1,0.1897423937121845,42,3,6,2,2,2,0.05111357971755643,42,2,5,5,2,1,0.39966449117140296,0,42,0.1531064078841503,3,42,0.4059361563865528,0.8519703149795532,0.8719203472137451,0.8887965083122253,0.9297537207603456,0.960235059261322,0.8802775740623474,0.8453807830810547,0.818841278553009,0.12807968258857727,0.18115872144699094,0.6866726875305176
test,inactive_enhancers_vs_inactive_promoters,GM12878,1,0.1897423937121845,42,3,6,2,2,2,0.05111357971755643,42,2,5,5,2,1,0.39966449117140296,0,42,0.1531064078841503,3,42,0.4196227358447181,0.840379536151886,0.8623682260513306,0.8795295357704163,0.9205333590507508,0.9547581672668456,0.8708643317222595,0.8331183195114136,0.8038684725761414,0.13763177394866946,0.19613152742385864,0.6621916890144348
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,1,0.1897423937121845,42,3,6,2,2,2,0.05111357971755643,42,2,5,5,2,1,0.39966449117140296,0,42,0.1531064078841503,3,42,0.4048074826944706,0.8531553745269775,0.8726428747177124,0.8899428248405457,0.9305880069732666,0.9606183767318726,0.8812079429626465,0.8467189073562622,0.820794939994812,0.1273571103811264,0.17920507490634918,0.6892415285110474
valid,inactive_enhancers_vs_inactive_promoters,GM12878,1,0.1897423937121845,42,3,6,2,2,2,0.05111357971755643,42,2,5,5,2,1,0.39966449117140296,0,42,0.1531064078841503,3,42,0.4104223521642907,0.8472304344177246,0.8690302968025208,0.8842222094535828,0.9264313578605652,0.9587169885635376,0.8765604496002197,0.8400284051895142,0.8110264539718628,0.13096971809864044,0.1889735162258148,0.6763931512832642
train,inactive_enhancers_vs_inactive_promoters,GM12878,2,0.2304487577764806,28,3,7,5,2,1,0.2436066557861164,28,0,3,1,1,2,0.3235763403153126,3,7,0.3251084731104017,2,49,0.5143730507340543,0.8001308441162109,0.7200477719306946,0.9470277428627014,0.9171683192253112,0.9513817429542542,0.8180855512619019,0.8265825510025024,0.9331173300743104,0.2799522280693054,0.0668826773762703,0.6335324645042419
test,inactive_enhancers_vs_inactive_promoters,GM12878,2,0.2304487577764806,28,3,7,5,2,1,0.2436066557861164,28,0,3,1,1,2,0.3235763403153126,3,7,0.3251084731104017,2,49,0.532123219911699,0.7848703861236572,0.7055739760398865,0.9334977269172668,0.8981348276138306,0.940359354019165,0.8036887049674988,0.8110558390617371,0.9165377020835876,0.29442599415779114,0.08346228301525116,0.6036028861999512
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,2,0.2304487577764806,28,3,7,5,2,1,0.2436066557861164,28,0,3,1,1,2,0.3235763403153126,3,7,0.3251084731104017,2,49,0.5140460106695808,0.7996819019317627,0.7195122241973877,0.9467583298683168,0.9171681404113771,0.9514370560646056,0.8176393508911133,0.8261607885360718,0.9328094124794006,0.2804878056049347,0.06719057261943817,0.6327304840087891
valid,inactive_enhancers_vs_inactive_promoters,GM12878,2,0.2304487577764806,28,3,7,5,2,1,0.2436066557861164,28,0,3,1,1,2,0.3235763403153126,3,7,0.3251084731104017,2,49,0.515713635918706,0.8019266724586487,0.7221898436546326,0.9481028318405152,0.9171726107597352,0.951156735420227,0.8198685646057129,0.828269362449646,0.9343489408493042,0.27781012654304504,0.0656510666012764,0.6367416977882385
train,inactive_enhancers_vs_inactive_promoters,GM12878,3,0.20407507261427787,113,0,8,2,2,1,0.049350721442158775,56,3,5,7,2,1,0.02064490283238728,3,21,0.3695514808585401,0,49,0.3648136346146118,0.9241129755973816,0.937591016292572,0.9406316876411438,0.9787541031837464,0.9875664710998536,0.9391088485717772,0.9196611642837524,0.9017313122749328,0.062408991158008575,0.09826868772506714,0.8384348154067993
test,inactive_enhancers_vs_inactive_promoters,GM12878,3,0.20407507261427787,113,0,8,2,2,1,0.049350721442158775,56,3,5,7,2,1,0.02064490283238728,3,21,0.3695514808585401,0,49,0.5721617244459964,0.8245301246643066,0.8591065406799316,0.8596572875976562,0.9070019721984864,0.9454104900360109,0.8593818545341492,0.8131122589111328,0.7671179771423341,0.14089347422122955,0.2328820079565048,0.6260923147201538
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,3,0.20407507261427787,113,0,8,2,2,1,0.049350721442158775,56,3,5,7,2,1,0.02064490283238728,3,21,0.3695514808585401,0,49,0.3648503616798756,0.9239988923072816,0.9372406005859376,0.94076806306839,0.9787414073944092,0.9875726103782654,0.9390010237693788,0.9196252822875975,0.9020099639892578,0.06275937706232071,0.0979900285601616,0.8382229208946228
valid,inactive_enhancers_vs_inactive_promoters,GM12878,3,0.20407507261427787,113,0,8,2,2,1,0.049350721442158775,56,3,5,7,2,1,0.02064490283238728,3,21,0.3695514808585401,0,49,0.3645715935285701,0.9245694279670716,0.9389924407005309,0.9400874376296996,0.9788179993629456,0.9875472784042358,0.9395396113395692,0.9198045134544371,0.9006165862083435,0.06100757047533989,0.0993833914399147,0.8392871022224426
train,inactive_enhancers_vs_inactive_promoters,GM12878,4,0.10448596297202198,56,3,5,8,2,1,0.11001063159159273,0,0,2,5,2,1,0.43092467873523616,0,42,0.4879114545846152,3,64,0.4075092532607012,0.8525792360305786,0.8823606371879578,0.88155198097229,0.9339632391929626,0.9628876447677612,0.8819561004638672,0.8427423238754272,0.8031240701675415,0.11763934791088106,0.1968759000301361,0.685693085193634
test,inactive_enhancers_vs_inactive_promoters,GM12878,4,0.10448596297202198,56,3,5,8,2,1,0.11001063159159273,0,0,2,5,2,1,0.43092467873523616,0,42,0.4879114545846152,3,64,0.468987900349829,0.8228579759597778,0.8574756979942322,0.8585257530212402,0.9063180685043336,0.9450623393058776,0.8580003976821899,0.8114264011383057,0.7653771638870239,0.14252431690692902,0.2346228212118149,0.6226021647453308
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,4,0.10448596297202198,56,3,5,8,2,1,0.11001063159159273,0,0,2,5,2,1,0.43092467873523616,0,42,0.4879114545846152,3,64,0.4071217110857021,0.8525078296661377,0.8824899792671204,0.8813509941101074,0.9342331290245056,0.9629430174827576,0.8819200992584229,0.8426051139831543,0.8027202486991882,0.11751001328229906,0.19727973639965055,0.6855037808418274
valid,inactive_enhancers_vs_inactive_promoters,GM12878,4,0.10448596297202198,56,3,5,8,2,1,0.11001063159159273,0,0,2,5,2,1,0.43092467873523616,0,42,0.4879114545846152,3,64,0.4091150261635004,0.8528649806976318,0.8818433284759521,0.8823572397232056,0.9328606128692628,0.9626560807228088,0.8821002244949341,0.8432914018630981,0.8047394752502441,0.11815667152404785,0.19526055455207825,0.6864508986473083
train,inactive_enhancers_vs_inactive_promoters,GM12878,5,0.000898667826852568,14,1,5,3,2,1,0.2467127590193203,99,1,4,2,2,1,0.4485296368302555,0,14,0.14613297811506387,3,35,0.4477319000765335,0.8498073220252991,0.8136758208274841,0.9374266266822816,0.9347470998764038,0.9621505737304688,0.8711784482002258,0.8617416620254517,0.9098075032234192,0.18632419407367706,0.09019247442483902,0.703283965587616
test,inactive_enhancers_vs_inactive_promoters,GM12878,5,0.000898667826852568,14,1,5,3,2,1,0.2467127590193203,99,1,4,2,2,1,0.4485296368302555,0,14,0.14613297811506387,3,35,0.4925794560048316,0.8244574666023254,0.7910187244415283,0.9162731170654296,0.90882009267807,0.947290539741516,0.849051296710968,0.8354997038841248,0.8799806833267212,0.20898130536079407,0.1200193390250206,0.6519615650177002
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,5,0.000898667826852568,14,1,5,3,2,1,0.2467127590193203,99,1,4,2,2,1,0.4485296368302555,0,14,0.14613297811506387,3,35,0.44714717021168665,0.8498267531394958,0.8129413723945618,0.9381997585296632,0.9350495934486388,0.96232670545578,0.8710907697677612,0.8620094060897827,0.9110774993896484,0.18705861270427704,0.08892247080802917,0.7036965489387512
valid,inactive_enhancers_vs_inactive_promoters,GM12878,5,0.000898667826852568,14,1,5,3,2,1,0.2467127590193203,99,1,4,2,2,1,0.4485296368302555,0,14,0.14613297811506387,3,35,0.45007994251195776,0.8497296571731567,0.8166132569313049,0.934360682964325,0.9335365891456604,0.9614403247833252,0.8715279102325441,0.8606703281402588,0.904727339744568,0.18338672816753387,0.09527263790369034,0.7016572952270508
train,inactive_enhancers_vs_inactive_promoters,GM12878,6,0.4950607967944696,14,0,2,5,1,1,0.14482808410566686,14,3,8,3,2,1,0.3908251483383219,0,49,0.4344404947293429,1,42,0.4947611656992935,0.8301675915718079,0.7818306088447571,0.935467004776001,0.9229636192321776,0.955316424369812,0.8517763614654541,0.8461334109306335,0.91043621301651,0.21816937625408173,0.08956378698348999,0.671217679977417
test,inactive_enhancers_vs_inactive_promoters,GM12878,6,0.4950607967944696,14,0,2,5,1,1,0.14482808410566686,14,3,8,3,2,1,0.3908251483383219,0,49,0.4344404947293429,1,42,0.5173419622911347,0.8211857676506042,0.7745354771614075,0.9269482493400574,0.9116560220718384,0.9481220245361328,0.8439155817031859,0.8365907669067383,0.8986460566520691,0.2254644930362701,0.1013539656996727,0.6527127623558044
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,6,0.4950607967944696,14,0,2,5,1,1,0.14482808410566686,14,3,8,3,2,1,0.3908251483383219,0,49,0.4344404947293429,1,42,0.4948389631544435,0.8302981853485107,0.7820713520050049,0.9354480504989624,0.9227380156517028,0.9551728963851928,0.8519113063812256,0.8462268114089966,0.9103823304176332,0.21792864799499512,0.08961765468120575,0.671410322189331
valid,inactive_enhancers_vs_inactive_promoters,GM12878,6,0.4950607967944696,14,0,2,5,1,1,0.14482808410566686,14,3,8,3,2,1,0.3908251483383219,0,49,0.4344404947293429,1,42,0.4944553149994029,0.8296450972557068,0.7808678150177002,0.9355429410934448,0.9238677024841307,0.9558843970298768,0.8512360453605652,0.8457597494125366,0.9106516838073729,0.2191322147846222,0.08934832364320755,0.6704478859901428
train,inactive_enhancers_vs_inactive_promoters,GM12878,7,0.28737593709338266,128,1,5,1,2,2,0.15227312447408953,71,2,7,6,2,2,0.4033605018860055,0,49,0.0889097315268191,2,49,0.4373987649762353,0.8309855461120605,0.8367406129837036,0.886120080947876,0.9114151597023009,0.9489351511001588,0.8607227206230164,0.8290846347808838,0.8214285969734192,0.163259357213974,0.1785714328289032,0.647992730140686
test,inactive_enhancers_vs_inactive_promoters,GM12878,7,0.28737593709338266,128,1,5,1,2,2,0.15227312447408953,71,2,7,6,2,2,0.4033605018860055,0,49,0.0889097315268191,2,49,0.4557042138444053,0.8228216171264648,0.8285863995552063,0.8804852366447449,0.9015636444091796,0.9437469244003296,0.8537478446960449,0.8209179639816284,0.8132495284080505,0.1714136004447937,0.18675048649311066,0.6314518451690674
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,7,0.28737593709338266,128,1,5,1,2,2,0.15227312447408953,71,2,7,6,2,2,0.4033605018860055,0,49,0.0889097315268191,2,49,0.4376652727639953,0.8310253024101257,0.8372588157653809,0.8857544660568237,0.9111106395721436,0.9487923383712769,0.8608241677284241,0.8289663791656494,0.8206740021705627,0.16274116933345795,0.17932598292827606,0.6479067206382751
valid,inactive_enhancers_vs_inactive_promoters,GM12878,7,0.28737593709338266,128,1,5,1,2,2,0.15227312447408953,71,2,7,6,2,2,0.4033605018860055,0,49,0.0889097315268191,2,49,0.4362736143345057,0.8308265805244446,0.8346680402755737,0.8875899910926819,0.9126559495925904,0.9495197534561156,0.8603159189224243,0.8295574188232422,0.8244468569755554,0.16533197462558746,0.17555314302444458,0.6483469605445862
train,inactive_enhancers_vs_inactive_promoters,GM12878,8,0.0009674191281177012,14,3,8,8,2,1,0.05991485981357408,71,0,5,1,2,1,0.11542439903984815,1,0,0.2584113413259297,1,35,0.4113773620405862,0.8505525588989258,0.8744831085205078,0.8847377896308899,0.9284372329711914,0.9584752321243286,0.8795805573463441,0.8426482677459717,0.8108134269714355,0.12551692128181458,0.18918657302856445,0.6827635169029236
test,inactive_enhancers_vs_inactive_promoters,GM12878,8,0.0009674191281177012,14,3,8,8,2,1,0.05991485981357408,71,0,5,1,2,1,0.11542439903984815,1,0,0.2584113413259297,1,35,0.4427385774475557,0.8351812362670898,0.8611450791358948,0.8730440139770508,0.9138464927673341,0.9501588344573976,0.867053747177124,0.826607346534729,0.7920696139335632,0.13885490596294406,0.2079303711652756,0.6503939032554626
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,8,0.0009674191281177012,14,3,8,8,2,1,0.05991485981357408,71,0,5,1,2,1,0.11542439903984815,1,0,0.2584113413259297,1,35,0.4103482317092807,0.8503720760345459,0.8746632933616638,0.8843371868133545,0.9287349581718444,0.95864075422287,0.8794736266136169,0.8423490524291992,0.8100347518920898,0.12533673644065854,0.18996524810791016,0.6823047995567322
valid,inactive_enhancers_vs_inactive_promoters,GM12878,8,0.0009674191281177012,14,3,8,8,2,1,0.05991485981357408,71,0,5,1,2,1,0.11542439903984815,1,0,0.2584113413259297,1,35,0.41548458538776223,0.8512746095657349,0.8737623691558838,0.8863451480865479,0.9272448420524596,0.9578176736831664,0.8800088167190552,0.8438452482223511,0.8139281868934631,0.1262376308441162,0.18607181310653687,0.6846013069152832
train,inactive_enhancers_vs_inactive_promoters,GM12878,9,0.2902383201248291,28,3,5,5,2,1,0.09229839859898373,113,0,7,5,2,1,0.31567877299059355,0,56,0.194177954823334,1,35,0.4448246691116067,0.8474443554878235,0.8510833382606506,0.8991047143936157,0.9253337383270264,0.957459568977356,0.8744352459907532,0.8462424278259277,0.8414015173912048,0.14891664683818814,0.15859851241111755,0.682144820690155
test,inactive_enhancers_vs_inactive_promoters,GM12878,9,0.2902383201248291,28,3,5,5,2,1,0.09229839859898373,113,0,7,5,2,1,0.31567877299059355,0,56,0.194177954823334,1,35,0.4610323130532547,0.8373622894287109,0.8426233530044556,0.8908799886703491,0.9156793355941772,0.9513539671897888,0.8660799860954285,0.8356250524520874,0.8286266922950745,0.15737666189670566,0.17137330770492554,0.6611127257347107
subtrain,inactive_enhancers_vs_inactive_promoters,GM12878,9,0.2902383201248291,28,3,5,5,2,1,0.09229839859898373,113,0,7,5,2,1,0.31567877299059355,0,56,0.194177954823334,1,35,0.44471758638703546,0.8476455807685852,0.8512923121452332,0.8992328643798828,0.925403654575348,0.9574884176254272,0.8746061325073242,0.8464410901069641,0.8415898680686951,0.14870768785476685,0.15841016173362732,0.6825524568557739
valid,inactive_enhancers_vs_inactive_promoters,GM12878,9,0.2902383201248291,28,3,5,5,2,1,0.09229839859898373,113,0,7,5,2,1,0.31567877299059355,0,56,0.194177954823334,1,35,0.4452758407176927,0.8466396927833557,0.8502475023269653,0.8985919952392578,0.9250670075416564,0.9573529958724976,0.8737515211105347,0.8454477787017822,0.8406480550765991,0.14975246787071228,0.15935195982456207,0.6805148720741272
train,active_vs_inactive,GM12878,0,0.025785631786493343,14,2,6,4,2,1,0.015230517597553173,128,0,2,2,1,2,0.11735081677373205,1,42,0.2404334683542113,1,56,0.4309310270875108,0.8453789353370667,0.04043902456760407,0.6181953549385071,0.7277734279632568,0.34885573387146,0.07591227442026137,0.5178928971290588,0.9953467845916748,0.9595609903335572,0.004653191659599543,0.12912699580192566
test,active_vs_inactive,GM12878,0,0.025785631786493343,14,2,6,4,2,1,0.015230517597553173,128,0,2,2,1,2,0.11735081677373205,1,42,0.2404334683542113,1,56,0.4635433992370963,0.8431390523910522,0.030243901535868645,0.5098684430122375,0.6214144825935364,0.25240570306777954,0.05710075423121452,0.5124137401580809,0.9945836067199708,0.9697561264038086,0.0054164091125130645,0.0940324142575264
subtrain,active_vs_inactive,GM12878,0,0.025785631786493343,14,2,6,4,2,1,0.015230517597553173,128,0,2,2,1,2,0.11735081677373205,1,42,0.2404334683542113,1,56,0.4308680323701279,0.8454201817512512,0.04030487686395645,0.6212406158447266,0.7276955246925354,0.3499875366687775,0.07569857686758041,0.5178633332252502,0.9954217672348022,0.9596951007843018,0.004578244872391224,0.1294398158788681
valid,active_vs_inactive,GM12878,0,0.025785631786493343,14,2,6,4,2,1,0.015230517597553173,128,0,2,2,1,2,0.11735081677373205,1,42,0.2404334683542113,1,56,0.43121467530727386,0.8452139496803284,0.04097560793161392,0.6064981818199158,0.7280382513999939,0.3444759249687195,0.07676490396261215,0.5180113315582275,0.9950470328330994,0.9590243697166444,0.004952969495207071,0.1279221624135971
train,active_vs_inactive,GM12878,1,0.4936907109221075,0,0,8,1,1,2,0.2087981533513796,42,1,7,5,2,1,0.4679107849546962,0,42,0.0010843064141098783,1,42,0.4499774801380494,0.8424524068832397,0.03639024496078491,0.479126513004303,0.6378199458122253,0.2676940560340881,0.0676429271697998,0.5145097970962524,0.9926294088363647,0.9636097550392152,0.0073705832473933705,0.09725941717624664
test,active_vs_inactive,GM12878,1,0.4936907109221075,0,0,8,1,1,2,0.2087981533513796,42,1,7,5,2,1,0.4679107849546962,0,42,0.0010843064141098783,1,42,0.4548453188035637,0.8405957221984863,0.031804878264665604,0.4044665098190308,0.6234745383262634,0.24815933406353,0.05897250398993493,0.5115402340888977,0.9912756085395812,0.968195140361786,0.00872441753745079,0.07603952288627625
subtrain,active_vs_inactive,GM12878,1,0.4936907109221075,0,0,8,1,1,2,0.2087981533513796,42,1,7,5,2,1,0.4679107849546962,0,42,0.0010843064141098783,1,42,0.44963736437699375,0.8425089716911316,0.036463413387537,0.4814814925193786,0.6388944983482361,0.2681165933609009,0.06779276579618454,0.5145736336708069,0.9926838874816896,0.9635365605354308,0.007316103205084802,0.09782697260379793
valid,active_vs_inactive,GM12878,1,0.4936907109221075,0,0,8,1,1,2,0.2087981533513796,42,1,7,5,2,1,0.4679107849546962,0,42,0.0010843064141098783,1,42,0.4513630168695076,0.8422262072563171,0.036097560077905655,0.4698412716388702,0.6335067749023438,0.26644787192344666,0.06704416871070862,0.5142545104026794,0.992411494255066,0.9639024138450624,0.0075884945690631875,0.09500742703676224
train,active_vs_inactive,GM12878,2,0.4997360602063966,42,0,3,5,2,2,0.04143647016395013,99,1,2,5,2,1,0.08495675531936414,2,49,0.2781002139434471,1,56,0.4518186872496324,0.8429886698722839,0.0008292683050967753,0.5862069129943848,0.670583188533783,0.2801852226257324,0.0016561936354264615,0.5003600716590881,0.9998909235000609,0.99917072057724,0.00010905918315984307,0.017582708969712257
test,active_vs_inactive,GM12878,2,0.4997360602063966,42,0,3,5,2,2,0.04143647016395013,99,1,2,5,2,1,0.08495675531936414,2,49,0.2781002139434471,1,56,0.4660887024365366,0.8428938984870911,0.0005853658658452332,0.375,0.6160168647766113,0.2378699779510498,0.001168907037936151,0.5002018213272095,0.9998182654380798,0.9994146227836608,0.00018175870354752988,0.009380290284752846
subtrain,active_vs_inactive,GM12878,2,0.4997360602063966,42,0,3,5,2,2,0.04143647016395013,99,1,2,5,2,1,0.08495675531936414,2,49,0.2781002139434471,1,56,0.4518899041794094,0.84300696849823,0.0009756097570061684,0.6153846383094788,0.6702232956886292,0.28046321868896484,0.001948131015524268,0.5004310011863708,0.999886393547058,0.9990243911743164,0.00011360408825566992,0.01987926103174686
valid,active_vs_inactive,GM12878,2,0.4997360602063966,42,0,3,5,2,2,0.04143647016395013,99,1,2,5,2,1,0.08495675531936414,2,49,0.2781002139434471,1,56,0.4514886882959628,0.8429157137870789,0.0002439024392515421,0.3333333432674408,0.6720308661460876,0.279121607542038,0.0004874482110608369,0.5000765323638916,0.9999091029167176,0.9997560977935792,9.088017395697534e-05,0.005194129887968303
train,active_vs_inactive,GM12878,3,0.0972860798924176,113,2,5,6,2,1,0.38748859978861017,28,0,7,2,1,1,0.24098737691376185,0,21,0.11288270925405147,1,7,0.4389619776431252,0.8431035876274109,0.002243902534246445,0.6388888955116272,0.6520519852638245,0.2650834321975708,0.004472097847610712,0.5010038018226624,0.9997637271881104,0.9977561235427856,0.0002362949016969651,0.0311107374727726
test,active_vs_inactive,GM12878,3,0.0972860798924176,113,2,5,6,2,1,0.38748859978861017,28,0,7,2,1,1,0.24098737691376185,0,21,0.11288270925405147,1,7,0.4446804989129305,0.8430777788162231,0.002926829271018505,0.5769230723381042,0.6184406280517578,0.23785242438316345,0.005824111867696047,0.5012634992599487,0.999600112438202,0.9970731735229492,0.0003998691390734166,0.032586220651865005
subtrain,active_vs_inactive,GM12878,3,0.0972860798924176,113,2,5,6,2,1,0.38748859978861017,28,0,7,2,1,1,0.24098737691376185,0,21,0.11288270925405147,1,7,0.4390915672422624,0.8430644273757935,0.0020121950656175613,0.6111111044883728,0.6513054966926575,0.26381468772888184,0.004011182580143213,0.5008867979049683,0.999761402606964,0.9979878067970276,0.0002385685947956517,0.02838574722409248
