run_type,task,cell_line,holdout_number,DenseRectangularMetaLayer_0_dropout_rate,DenseRectangularMetaLayer_0_layers,DenseRectangularMetaLayer_0_units,DenseRectangularMetaLayer_1_dropout_rate,DenseRectangularMetaLayer_1_layers,DenseRectangularMetaLayer_1_units,DenseRectangularMetaLayer_2_dropout_rate,DenseRectangularMetaLayer_2_layers,DenseRectangularMetaLayer_2_units,DenseRectangularMetaLayer_3_dropout_rate,DenseRectangularMetaLayer_3_layers,DenseRectangularMetaLayer_3_units,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,2,0.4481977052728248,0,0,0.1952320099640912,0,85,0.11433606729032025,3,56,0.4236625377458685,0,85,0.4646629658374157,0.7896341681480408,0.8085746765136719,0.834974467754364,0.8794550895690918,0.9236581325531006,0.8215625286102295,0.7849618196487427,0.7613490223884583,0.19142529368400574,0.2386509627103805,0.5659460425376892
train,inactive_enhancers_vs_inactive_promoters,MCF-7,3,0.15139154769036495,0,28,0.18633473713043594,0,256,0.28311562226848924,3,142,0.15751731252876958,2,0,0.4723060812268938,0.7808151841163635,0.8103876113891602,0.8212811946868896,0.8714577555656433,0.917428970336914,0.8157980442047119,0.7735207080841064,0.7366538643836975,0.18961240351200104,0.2633461058139801,0.545331597328186
test,inactive_enhancers_vs_inactive_promoters,MCF-7,3,0.15139154769036495,0,28,0.18633473713043594,0,256,0.28311562226848924,3,142,0.15751731252876958,2,0,0.5199987953692152,0.7506698966026306,0.7849153876304626,0.79596346616745,0.8363654017448425,0.8966915607452393,0.7904008030891418,0.7422221899032593,0.6995289325714111,0.21508459746837616,0.30047109723091125,0.4828630089759826
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,3,0.15139154769036495,0,28,0.18633473713043594,0,256,0.28311562226848924,3,142,0.15751731252876958,2,0,0.4722089212346863,0.7813050150871277,0.8111814260482788,0.8214441537857056,0.8716655373573303,0.917496383190155,0.8162805438041687,0.7739356756210327,0.7366899251937866,0.1888185888528824,0.26331004500389105,0.5462540984153748
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,3,0.15139154769036495,0,28,0.18633473713043594,0,256,0.28311562226848924,3,142,0.15751731252876958,2,0,0.4727322639344813,0.7786843180656433,0.8074992895126343,0.8202009797096252,0.8705877065658569,0.9171466231346129,0.813800573348999,0.7715761661529541,0.7356531023979187,0.19250071048736567,0.2643468976020813,0.5411854386329651
train,inactive_enhancers_vs_inactive_promoters,MCF-7,4,0.059977702333183475,3,85,0.15430767217620184,1,56,0.1530528051316427,0,85,0.3900291791802701,0,85,0.472372339125518,0.7926414608955383,0.7975106239318848,0.8473011255264282,0.8807172775268555,0.9226235151290894,0.8216522932052612,0.7914403676986694,0.7853701114654541,0.20248934626579285,0.2146298587322235,0.5760565996170044
test,inactive_enhancers_vs_inactive_promoters,MCF-7,4,0.059977702333183475,3,85,0.15430767217620184,1,56,0.1530528051316427,0,85,0.3900291791802701,0,85,0.5318507808342314,0.7542425394058228,0.7619730234146118,0.8155810832977295,0.8387948274612427,0.8974547982215881,0.7878662347793579,0.7523355484008789,0.742698073387146,0.238026961684227,0.25730192661285395,0.4982412159442902
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,4,0.059977702333183475,3,85,0.15430767217620184,1,56,0.1530528051316427,0,85,0.3900291791802701,0,85,0.4730872091847462,0.7920406460762024,0.7966086268424988,0.847062885761261,0.8803898692131042,0.9223795533180236,0.821061372756958,0.7909138202667236,0.7852190732955933,0.20339134335517886,0.21478091180324554,0.5749449133872986
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,4,0.059977702333183475,3,85,0.15430767217620184,1,56,0.1530528051316427,0,85,0.3900291791802701,0,85,0.4697100205735846,0.7946152687072754,0.8004732131958008,0.8480820059776306,0.8820270299911499,0.9237018823623656,0.8235901594161987,0.7931702136993408,0.7858672142028809,0.1995268166065216,0.21413275599479675,0.5797145366668701
train,inactive_enhancers_vs_inactive_promoters,MCF-7,5,0.1196710585689669,0,56,0.0748274530984651,0,28,0.0593164481445573,0,170,0.11772024724629082,3,56,0.4715721560048533,0.7852725982666016,0.8346931934356691,0.8120335340499878,0.8734580278396606,0.919307291507721,0.823207437992096,0.7730822563171387,0.7114713191986084,0.16530679166316986,0.2885286509990692,0.550287663936615
test,inactive_enhancers_vs_inactive_promoters,MCF-7,5,0.1196710585689669,0,56,0.0748274530984651,0,28,0.0593164481445573,0,170,0.11772024724629082,3,56,0.525206860481647,0.7496049404144287,0.8030398488044739,0.7841061949729919,0.8353651762008667,0.8955212831497192,0.7934600710868835,0.7364235520362854,0.6698072552680969,0.19696013629436493,0.3301927149295807,0.4758988618850708
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,5,0.1196710585689669,0,56,0.0748274530984651,0,28,0.0593164481445573,0,170,0.11772024724629082,3,56,0.4709641452019031,0.7855026125907898,0.8366703391075134,0.8111391067504883,0.8740516901016235,0.9195451736450196,0.8237069249153137,0.7728816270828247,0.7090928554534912,0.16332969069480896,0.2909071445465088,0.5504641532897949
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,5,0.1196710585689669,0,56,0.0748274530984651,0,28,0.0593164481445573,0,170,0.11772024724629082,3,56,0.4743274928449274,0.7834936380386353,0.8295096158981323,0.8128424882888794,0.8711123466491699,0.918432116508484,0.8210914731025696,0.7721424102783203,0.7147751450538635,0.17049039900302887,0.2852248251438141,0.5472324490547179
train,inactive_enhancers_vs_inactive_promoters,MCF-7,6,0.2565046503671972,0,199,0.14861867695411712,3,113,0.17446447465725035,0,28,0.22134386124392694,1,256,0.4756068318099766,0.7806262373924255,0.816381573677063,0.8171666264533997,0.8694939613342285,0.916344940662384,0.8167738914489746,0.7718067169189453,0.7272318601608276,0.1836184561252594,0.2727681398391724,0.5434849262237549
test,inactive_enhancers_vs_inactive_promoters,MCF-7,6,0.2565046503671972,0,199,0.14861867695411712,3,113,0.17446447465725035,0,28,0.22134386124392694,1,256,0.5195270625122806,0.7497767210006714,0.7838829755783081,0.7953791618347168,0.8358749747276306,0.8964034914970398,0.7895892262458801,0.7413632869720459,0.6988436579704285,0.2161170095205307,0.30115631222724915,0.4810892343521118
